date,currency_code,rate,units
2024.03.18,THB,1.05901,1
2024.03.18,AED,10.3594,1
2024.03.18,TND,12.1956,1
2024.03.18,UZS,0.0030447,1
2024.03.18,TWD,1.20401,1
2024.03.18,TMT,10.8712,1
2024.03.18,RSD,0.3516,1
2024.03.18,TJS,3.4733,1
2024.03.18,GEL,14.3241,1
2024.03.18,BRL,7.6217,1
2024.03.18,XAU,83856.07,1
2024.03.18,XAG,975.17,1
2024.03.18,XPT,36837.69,1
2024.03.18,XPD,42791.14,1
2024.03.19,AUD,25.5984,1
2024.03.19,CAD,28.7921,1
2024.03.19,CNY,5.4145,1
2024.03.19,CZK,1.6852,1
2024.03.19,DKK,5.6921,1
2024.03.19,HKD,4.9844,1
2024.03.19,HUF,0.107456,10
2024.03.19,INR,0.47006,1
2024.03.19,IDR,0.0024831,1
2024.03.19,ILS,10.6735,1
2024.03.19,JPY,0.26126,10
2024.03.19,KZT,0.086648,100
2024.03.19,KRW,0.029222,1
2024.03.19,MXN,2.3308,1
2024.03.19,MDL,2.203,1
2024.03.19,NZD,23.7354,1
2024.03.19,NOK,3.6727,1
2024.03.19,RUB,0.42352,1
2024.03.19,SGD,29.1267,1
2024.03.19,ZAR,2.0618,1
2024.03.19,SEK,3.7515,1
2024.03.19,CHF,44.0987,1
2024.03.19,EGP,0.8261,1
2024.03.19,GBP,49.63,1
2024.03.19,USD,38.9744,1
2024.03.19,BYN,14.1663,1
2024.03.19,AZN,22.9356,1
2024.03.19,RON,8.5382,1
2024.03.19,TRY,1.2065,1
2024.03.19,XDR,51.8788,1
2024.03.19,BGN,21.7043,1
2024.03.19,EUR,42.447,1
2024.03.19,PLN,9.8443,1
2024.03.19,DZD,0.28321,1
2024.03.19,BDT,0.3459,1
2024.03.19,AMD,0.094144,1
2024.03.19,DOP,0.65004,1
2024.03.19,IRR,0.00090593,1
2024.03.19,IQD,0.029045,1
2024.03.19,KGS,0.42551,1
2024.03.19,LBP,0.000425,1
2024.03.19,LYD,7.8762,1
2024.03.19,MYR,8.022,1
2024.03.19,MAD,3.7715,1
2024.03.19,PKR,0.13675,1
2024.03.19,SAR,10.1456,1
2024.03.19,VND,0.0015437,1
2024.03.19,THB,1.05901,1
2024.03.19,AED,10.3594,1
2024.03.19,TND,12.1956,1
2024.03.19,UZS,0.0030447,1
2024.03.19,TWD,1.20401,1
2024.03.19,TMT,10.8712,1
2024.03.19,RSD,0.3516,1
2024.03.19,TJS,3.4733,1
2024.03.19,GEL,14.3241,1
2024.03.19,BRL,7.6217,1
2024.03.19,XAU,84151.19,1
2024.03.19,XAG,983.4,1
2024.03.19,XPT,36071.2,1
2024.03.19,XPD,41305.07,1
2024.03.20,AUD,25.5074,1
2024.03.20,CAD,28.76,1
2024.03.20,CNY,5.4359,1
2024.03.20,CZK,1.6803,1
2024.03.20,DKK,5.6945,1
2024.03.20,HKD,5.0031,1
2024.03.20,HUF,0.107596,10
2024.03.20,INR,0.47124,1
2024.03.20,IDR,0.0024896,1
2024.03.20,ILS,10.662,1
2024.03.20,JPY,0.26001,10
2024.03.20,KZT,0.086712,100
2024.03.20,KRW,0.029206,1
2024.03.20,MXN,2.3151,1
2024.03.20,MDL,2.2136,1
2024.03.20,NZD,23.6799,1
2024.03.20,NOK,3.6654,1
2024.03.20,RUB,0.42234,1
2024.03.20,SGD,29.163,1
2024.03.20,ZAR,2.0667,1
2024.03.20,SEK,3.7446,1
2024.03.20,CHF,44.1044,1
2024.03.20,EGP,0.8313,1
2024.03.20,GBP,49.7038,1
2024.03.20,USD,39.1338,1
2024.03.20,BYN,14.2243,1
2024.03.20,AZN,23.0239,1
2024.03.20,RON,8.5361,1
2024.03.20,TRY,1.2099,1
2024.03.20,XDR,51.9899,1
2024.03.20,BGN,21.706,1
2024.03.20,EUR,42.4641,1
2024.03.20,PLN,9.8262,1
2024.03.20,DZD,0.28321,1
2024.03.20,BDT,0.3459,1
2024.03.20,AMD,0.094144,1
2024.03.20,DOP,0.65004,1
2024.03.20,IRR,0.00090593,1
2024.03.20,IQD,0.029045,1
2024.03.20,KGS,0.42551,1
2024.03.20,LBP,0.000425,1
2024.03.20,LYD,7.8762,1
2024.03.20,MYR,8.022,1
2024.03.20,MAD,3.7715,1
2024.03.20,PKR,0.13675,1
2024.03.20,SAR,10.1456,1
2024.03.20,VND,0.0015437,1
2024.03.20,THB,1.05901,1
2024.03.20,AED,10.3594,1
2024.03.20,TND,12.1956,1
2024.03.20,UZS,0.0030447,1
2024.03.20,TWD,1.20401,1
2024.03.20,TMT,10.8712,1
2024.03.20,RSD,0.3516,1
2024.03.20,TJS,3.4733,1
2024.03.20,GEL,14.3241,1
2024.03.20,BRL,7.6217,1
2024.03.20,XAU,84409.26,1
2024.03.20,XAG,975.64,1
2024.03.20,XPT,35274.42,1
2024.03.20,XPD,39145.54,1
2024.03.21,AUD,25.5231,1
2024.03.21,CAD,28.8101,1
2024.03.21,CNY,5.4374,1
2024.03.21,CZK,1.6784,1
2024.03.21,DKK,5.6911,1
2024.03.21,HKD,5.0028,1
2024.03.21,HUF,0.107353,10
2024.03.21,INR,0.47062,1
2024.03.21,IDR,0.002489,1
2024.03.21,ILS,10.6509,1
2024.03.21,JPY,0.25794,10
2024.03.21,KZT,0.086885,100
2024.03.21,KRW,0.029227,1
2024.03.21,MXN,2.3248,1
2024.03.21,MDL,2.2108,1
2024.03.21,NZD,23.6053,1
2024.03.21,NOK,3.669,1
2024.03.21,RUB,0.42234,1
2024.03.21,SGD,29.1133,1
2024.03.21,ZAR,2.0738,1
2024.03.21,SEK,3.736,1
2024.03.21,CHF,43.9527,1
2024.03.21,EGP,0.8336,1
2024.03.21,GBP,49.6803,1
2024.03.21,USD,39.1399,1
2024.03.21,BYN,14.2265,1
2024.03.21,AZN,23.0194,1
2024.03.21,RON,8.5356,1
2024.03.21,TRY,1.2084,1
2024.03.21,XDR,51.9561,1
2024.03.21,BGN,21.6986,1
2024.03.21,EUR,42.4394,1
2024.03.21,PLN,9.8129,1
2024.03.21,DZD,0.28321,1
2024.03.21,BDT,0.3459,1
2024.03.21,AMD,0.094144,1
2024.03.21,DOP,0.65004,1
2024.03.21,IRR,0.00090593,1
2024.03.21,IQD,0.029045,1
2024.03.21,KGS,0.42551,1
2024.03.21,LBP,0.000425,1
2024.03.21,LYD,7.8762,1
2024.03.21,MYR,8.022,1
2024.03.21,MAD,3.7715,1
2024.03.21,PKR,0.13675,1
2024.03.21,SAR,10.1456,1
2024.03.21,VND,0.0015437,1
2024.03.21,THB,1.05901,1
2024.03.21,AED,10.3594,1
2024.03.21,TND,12.1956,1
2024.03.21,UZS,0.0030447,1
2024.03.21,TWD,1.20401,1
2024.03.21,TMT,10.8712,1
2024.03.21,RSD,0.3516,1
2024.03.21,TJS,3.4733,1
2024.03.21,GEL,14.3241,1
2024.03.21,BRL,7.6217,1
2024.03.21,XAU,84279.56,1
2024.03.21,XAG,970.4,1
2024.03.21,XPT,35051.35,1
2024.03.21,XPD,38668.66,1
2024.03.22,AUD,25.6856,1
2024.03.22,CAD,28.814,1
2024.03.22,CNY,5.4067,1
2024.03.22,CZK,1.6831,1
2024.03.22,DKK,5.6947,1
2024.03.22,HKD,4.977,1
2024.03.22,HUF,0.107992,10
2024.03.22,INR,0.46808,1
2024.03.22,IDR,0.0024841,1
2024.03.22,ILS,10.8337,1
2024.03.22,JPY,0.25745,10
2024.03.22,KZT,0.086404,100
2024.03.22,KRW,0.029437,1
2024.03.22,MXN,2.3251,1
2024.03.22,MDL,2.1968,1
2024.03.22,NZD,23.6421,1
2024.03.22,NOK,3.6788,1
2024.03.22,RUB,0.4235,1
2024.03.22,SGD,29.0495,1
2024.03.22,ZAR,2.0798,1
2024.03.22,SEK,3.7357,1
2024.03.22,CHF,43.4947,1
2024.03.22,EGP,0.8344,1
2024.03.22,GBP,49.5689,1
2024.03.22,USD,38.9234,1
2024.03.22,BYN,14.1478,1
2024.03.22,AZN,22.9015,1
2024.03.22,RON,8.5396,1
2024.03.22,TRY,1.2152,1
2024.03.22,XDR,51.7928,1
2024.03.22,BGN,21.7146,1
2024.03.22,EUR,42.4693,1
2024.03.22,PLN,9.8725,1
2024.03.22,DZD,0.28321,1
2024.03.22,BDT,0.3459,1
2024.03.22,AMD,0.094144,1
2024.03.22,DOP,0.65004,1
2024.03.22,IRR,0.00090593,1
2024.03.22,IQD,0.029045,1
2024.03.22,KGS,0.42551,1
2024.03.22,LBP,0.000425,1
2024.03.22,LYD,7.8762,1
2024.03.22,MYR,8.022,1
2024.03.22,MAD,3.7715,1
2024.03.22,PKR,0.13675,1
2024.03.22,SAR,10.1456,1
2024.03.22,VND,0.0015437,1
2024.03.22,THB,1.05901,1
2024.03.22,AED,10.3594,1
2024.03.22,TND,12.1956,1
2024.03.22,UZS,0.0030447,1
2024.03.22,TWD,1.20401,1
2024.03.22,TMT,10.8712,1
2024.03.22,RSD,0.3516,1
2024.03.22,TJS,3.4733,1
2024.03.22,GEL,14.3241,1
2024.03.22,BRL,7.6217,1
2024.03.22,XAU,85917.96,1
2024.03.22,XAG,987.85,1
2024.03.22,XPT,35699.37,1
2024.03.22,XPD,39733.01,1
2024.03.23,AUD,25.6856,1
2024.03.23,CAD,28.814,1
2024.03.23,CNY,5.4067,1
2024.03.23,CZK,1.6831,1
2024.03.23,DKK,5.6947,1
2024.03.23,HKD,4.977,1
2024.03.23,HUF,0.107992,10
2024.03.23,INR,0.46808,1
2024.03.23,IDR,0.0024841,1
2024.03.23,ILS,10.8337,1
2024.03.23,JPY,0.25745,10
2024.03.23,KZT,0.086404,100
2024.03.23,KRW,0.029437,1
2024.03.23,MXN,2.3251,1
2024.03.23,MDL,2.1968,1
2024.03.23,NZD,23.6421,1
2024.03.23,NOK,3.6788,1
2024.03.23,RUB,0.4235,1
2024.03.23,SGD,29.0495,1
2024.03.23,ZAR,2.0798,1
2024.03.23,SEK,3.7357,1
2024.03.23,CHF,43.4947,1
2024.03.23,EGP,0.8344,1
2024.03.23,GBP,49.5689,1
2024.03.23,USD,38.9234,1
2024.03.23,BYN,14.1478,1
2024.03.23,AZN,22.9015,1
2024.03.23,RON,8.5396,1
2024.03.23,TRY,1.2152,1
2024.03.23,XDR,51.7928,1
2024.03.23,BGN,21.7146,1
2024.03.23,EUR,42.4693,1
2024.03.23,PLN,9.8725,1
2024.03.23,DZD,0.28321,1
2024.03.23,BDT,0.3459,1
2024.03.23,AMD,0.094144,1
2024.03.23,DOP,0.65004,1
2024.03.23,IRR,0.00090593,1
2024.03.23,IQD,0.029045,1
2024.03.23,KGS,0.42551,1
2024.03.23,LBP,0.000425,1
2024.03.23,LYD,7.8762,1
2024.03.23,MYR,8.022,1
2024.03.23,MAD,3.7715,1
2024.03.23,PKR,0.13675,1
2024.03.23,SAR,10.1456,1
2024.03.23,VND,0.0015437,1
2024.03.23,THB,1.05901,1
2024.03.23,AED,10.3594,1
2024.03.23,TND,12.1956,1
2024.03.23,UZS,0.0030447,1
2024.03.23,TWD,1.20401,1
2024.03.23,TMT,10.8712,1
2024.03.23,RSD,0.3516,1
2024.03.23,TJS,3.4733,1
2024.03.23,GEL,14.3241,1
2024.03.23,BRL,7.6217,1
2024.03.23,XAU,85917.96,1
2024.03.23,XAG,987.85,1
2024.03.23,XPT,35699.37,1
2024.03.23,XPD,39733.01,1
2024.03.24,AUD,25.6856,1
2024.03.24,CAD,28.814,1
2024.03.24,CNY,5.4067,1
2024.03.24,CZK,1.6831,1
2024.03.24,DKK,5.6947,1
2024.03.24,HKD,4.977,1
2024.03.24,HUF,0.107992,10
2024.03.24,INR,0.46808,1
2024.03.24,IDR,0.0024841,1
2024.03.24,ILS,10.8337,1
2024.03.24,JPY,0.25745,10
2024.03.24,KZT,0.086404,100
2024.03.24,KRW,0.029437,1
2024.03.24,MXN,2.3251,1
2024.03.24,MDL,2.1968,1
2024.03.24,NZD,23.6421,1
2024.03.24,NOK,3.6788,1
2024.03.24,RUB,0.4235,1
2024.03.24,SGD,29.0495,1
2024.03.24,ZAR,2.0798,1
2024.03.24,SEK,3.7357,1
2024.03.24,CHF,43.4947,1
2024.03.24,EGP,0.8344,1
2024.03.24,GBP,49.5689,1
2024.03.24,USD,38.9234,1
2024.03.24,BYN,14.1478,1
2024.03.24,AZN,22.9015,1
2024.03.24,RON,8.5396,1
2024.03.24,TRY,1.2152,1
2024.03.24,XDR,51.7928,1
2024.03.24,BGN,21.7146,1
2024.03.24,EUR,42.4693,1
2024.03.24,PLN,9.8725,1
2024.03.24,DZD,0.28321,1
2024.03.24,BDT,0.3459,1
2024.03.24,AMD,0.094144,1
2024.03.24,DOP,0.65004,1
2024.03.24,IRR,0.00090593,1
2024.03.24,IQD,0.029045,1
2024.03.24,KGS,0.42551,1
2024.03.24,LBP,0.000425,1
2024.03.24,LYD,7.8762,1
2024.03.24,MYR,8.022,1
2024.03.24,MAD,3.7715,1
2024.03.24,PKR,0.13675,1
2024.03.24,SAR,10.1456,1
2024.03.24,VND,0.0015437,1
2024.03.24,THB,1.05901,1
2024.03.24,AED,10.3594,1
2024.03.24,TND,12.1956,1
2024.03.24,UZS,0.0030447,1
2024.03.24,TWD,1.20401,1
2024.03.24,TMT,10.8712,1
2024.03.24,RSD,0.3516,1
2024.03.24,TJS,3.4733,1
2024.03.24,GEL,14.3241,1
2024.03.24,BRL,7.6217,1
2024.03.24,XAU,85917.96,1
2024.03.24,XAG,987.85,1
2024.03.24,XPT,35699.37,1
2024.03.24,XPD,39733.01,1
2024.03.25,AUD,25.3833,1
2024.03.25,CAD,28.6759,1
2024.03.25,CNY,5.3817,1
2024.03.25,CZK,1.6603,1
2024.03.25,DKK,5.6482,1
2024.03.25,HKD,4.9751,1
2024.03.25,HUF,0.106354,10
2024.03.25,INR,0.46651,1
2024.03.25,IDR,0.0024653,1
2024.03.25,ILS,10.7228,1
2024.03.25,JPY,0.25729,10
2024.03.25,KZT,0.086377,100
2024.03.25,KRW,0.029072,1
2024.03.25,MXN,2.3221,1
2024.03.25,MDL,2.1923,1
2024.03.25,NZD,23.3834,1
2024.03.25,NOK,3.6274,1
2024.03.25,RUB,0.4173,1
2024.03.25,SGD,28.8631,1
2024.03.25,ZAR,2.0518,1
2024.03.25,SEK,3.6944,1
2024.03.25,CHF,43.2979,1
2024.03.25,EGP,0.8327,1
2024.03.25,GBP,49.0974,1
2024.03.25,USD,38.9075,1
2024.03.25,BYN,14.142,1
2024.03.25,AZN,22.8922,1
2024.03.25,RON,8.4712,1
2024.03.25,TRY,1.2158,1
2024.03.25,XDR,51.5872,1
2024.03.25,BGN,21.5375,1
2024.03.25,EUR,42.1252,1
2024.03.25,PLN,9.7564,1
2024.03.25,DZD,0.28321,1
2024.03.25,BDT,0.3459,1
2024.03.25,AMD,0.094144,1
2024.03.25,DOP,0.65004,1
2024.03.25,IRR,0.00090593,1
2024.03.25,IQD,0.029045,1
2024.03.25,KGS,0.42551,1
2024.03.25,LBP,0.000425,1
2024.03.25,LYD,7.8762,1
2024.03.25,MYR,8.022,1
2024.03.25,MAD,3.7715,1
2024.03.25,PKR,0.13675,1
2024.03.25,SAR,10.1456,1
2024.03.25,VND,0.0015437,1
2024.03.25,THB,1.05901,1
2024.03.25,AED,10.3594,1
2024.03.25,TND,12.1956,1
2024.03.25,UZS,0.0030447,1
2024.03.25,TWD,1.20401,1
2024.03.25,TMT,10.8712,1
2024.03.25,RSD,0.3516,1
2024.03.25,TJS,3.4733,1
2024.03.25,GEL,14.3241,1
2024.03.25,BRL,7.6217,1
2024.03.25,XAU,84617.59,1
2024.03.25,XAG,961.5,1
2024.03.25,XPT,35179.77,1
2024.03.25,XPD,38918.39,1
2024.03.26,AUD,25.6249,1
2024.03.26,CAD,28.8645,1
2024.03.26,CNY,5.4403,1
2024.03.26,CZK,1.6819,1
2024.03.26,DKK,5.697,1
2024.03.26,HKD,5.0156,1
2024.03.26,HUF,0.107273,10
2024.03.26,INR,0.47037,1
2024.03.26,IDR,0.0024813,1
2024.03.26,ILS,10.7952,1
2024.03.26,JPY,0.25939,10
2024.03.26,KZT,0.087092,100
2024.03.26,KRW,0.029215,1
2024.03.26,MXN,2.3436,1
2024.03.26,MDL,2.2185,1
2024.03.26,NZD,23.5496,1
2024.03.26,NOK,3.6623,1
2024.03.26,RUB,0.42304,1
2024.03.26,SGD,29.1606,1
2024.03.26,ZAR,2.0734,1
2024.03.26,SEK,3.7068,1
2024.03.26,CHF,43.7052,1
2024.03.26,EGP,0.8277,1
2024.03.26,GBP,49.5904,1
2024.03.26,USD,39.2298,1
2024.03.26,BYN,14.2592,1
2024.03.26,AZN,23.0818,1
2024.03.26,RON,8.5472,1
2024.03.26,TRY,1.2203,1
2024.03.26,XDR,52.0423,1
2024.03.26,BGN,21.7243,1
2024.03.26,EUR,42.4898,1
2024.03.26,PLN,9.8666,1
2024.03.26,DZD,0.28321,1
2024.03.26,BDT,0.3459,1
2024.03.26,AMD,0.094144,1
2024.03.26,DOP,0.65004,1
2024.03.26,IRR,0.00090593,1
2024.03.26,IQD,0.029045,1
2024.03.26,KGS,0.42551,1
2024.03.26,LBP,0.000425,1
2024.03.26,LYD,7.8762,1
2024.03.26,MYR,8.022,1
2024.03.26,MAD,3.7715,1
2024.03.26,PKR,0.13675,1
2024.03.26,SAR,10.1456,1
2024.03.26,VND,0.0015437,1
2024.03.26,THB,1.05901,1
2024.03.26,AED,10.3594,1
2024.03.26,TND,12.1956,1
2024.03.26,UZS,0.0030447,1
2024.03.26,TWD,1.20401,1
2024.03.26,TMT,10.8712,1
2024.03.26,RSD,0.3516,1
2024.03.26,TJS,3.4733,1
2024.03.26,GEL,14.3241,1
2024.03.26,BRL,7.6217,1
2024.03.26,XAU,85323.25,1
2024.03.26,XAG,970.49,1
2024.03.26,XPT,35674.01,1
2024.03.26,XPD,39845.71,1
2024.03.27,AUD,25.7598,1
2024.03.27,CAD,29.0183,1
2024.03.27,CNY,5.4502,1
2024.03.27,CZK,1.6901,1
2024.03.27,DKK,5.7246,1
2024.03.27,HKD,5.029,1
2024.03.27,HUF,0.107928,10
2024.03.27,INR,0.47241,1
2024.03.27,IDR,0.0024909,1
2024.03.27,ILS,10.7339,1
2024.03.27,JPY,0.25976,10
2024.03.27,KZT,0.087378,100
2024.03.27,KRW,0.029355,1
2024.03.27,MXN,2.3546,1
2024.03.27,MDL,2.2354,1
2024.03.27,NZD,23.6727,1
2024.03.27,NOK,3.672,1
2024.03.27,RUB,0.42506,1
2024.03.27,SGD,29.26,1
2024.03.27,ZAR,2.0777,1
2024.03.27,SEK,3.7286,1
2024.03.27,CHF,43.5499,1
2024.03.27,EGP,0.8229,1
2024.03.27,GBP,49.7296,1
2024.03.27,USD,39.343,1
2024.03.27,BYN,14.3003,1
2024.03.27,AZN,23.1484,1
2024.03.27,RON,8.5887,1
2024.03.27,TRY,1.2218,1
2024.03.27,XDR,52.2101,1
2024.03.27,BGN,21.8281,1
2024.03.27,EUR,42.6911,1
2024.03.27,PLN,9.9023,1
2024.03.27,DZD,0.28321,1
2024.03.27,BDT,0.3459,1
2024.03.27,AMD,0.094144,1
2024.03.27,DOP,0.65004,1
2024.03.27,IRR,0.00090593,1
2024.03.27,IQD,0.029045,1
2024.03.27,KGS,0.42551,1
2024.03.27,LBP,0.000425,1
2024.03.27,LYD,7.8762,1
2024.03.27,MYR,8.022,1
2024.03.27,MAD,3.7715,1
2024.03.27,PKR,0.13675,1
2024.03.27,SAR,10.1456,1
2024.03.27,VND,0.0015437,1
2024.03.27,THB,1.05901,1
2024.03.27,AED,10.3594,1
2024.03.27,TND,12.1956,1
2024.03.27,UZS,0.0030447,1
2024.03.27,TWD,1.20401,1
2024.03.27,TMT,10.8712,1
2024.03.27,RSD,0.3516,1
2024.03.27,TJS,3.4733,1
2024.03.27,GEL,14.3241,1
2024.03.27,BRL,7.6217,1
2024.03.27,XAU,86061.63,1
2024.03.27,XAG,972.84,1
2024.03.27,XPT,35693.15,1
2024.03.27,XPD,39807.64,1
2024.03.28,AUD,25.5684,1
2024.03.28,CAD,28.8383,1
2024.03.28,CNY,5.4275,1
2024.03.28,CZK,1.676,1
2024.03.28,DKK,5.6909,1
2024.03.28,HKD,5.0143,1
2024.03.28,HUF,0.10739,10
2024.03.28,INR,0.47047,1
2024.03.28,IDR,0.0024729,1
2024.03.28,ILS,10.7184,1
2024.03.28,JPY,0.25935,10
2024.03.28,KZT,0.087203,100
2024.03.28,KRW,0.029084,1
2024.03.28,MXN,2.3648,1
2024.03.28,MDL,2.2208,1
2024.03.28,NZD,23.5207,1
2024.03.28,NOK,3.6331,1
2024.03.28,RUB,0.42512,1
2024.03.28,SGD,29.0982,1
2024.03.28,ZAR,2.0728,1
2024.03.28,SEK,3.6884,1
2024.03.28,CHF,43.2662,1
2024.03.28,EGP,0.8298,1
2024.03.28,GBP,49.5049,1
2024.03.28,USD,39.2273,1
2024.03.28,BYN,14.2583,1
2024.03.28,AZN,23.079,1
2024.03.28,RON,8.5371,1
2024.03.28,TRY,1.2156,1
2024.03.28,XDR,52.0016,1
2024.03.28,BGN,21.7001,1
2024.03.28,EUR,42.442,1
2024.03.28,PLN,9.8329,1
2024.03.28,DZD,0.28321,1
2024.03.28,BDT,0.3459,1
2024.03.28,AMD,0.094144,1
2024.03.28,DOP,0.65004,1
2024.03.28,IRR,0.00090593,1
2024.03.28,IQD,0.029045,1
2024.03.28,KGS,0.42551,1
2024.03.28,LBP,0.000425,1
2024.03.28,LYD,7.8762,1
2024.03.28,MYR,8.022,1
2024.03.28,MAD,3.7715,1
2024.03.28,PKR,0.13675,1
2024.03.28,SAR,10.1456,1
2024.03.28,VND,0.0015437,1
2024.03.28,THB,1.05901,1
2024.03.28,AED,10.3594,1
2024.03.28,TND,12.1956,1
2024.03.28,UZS,0.0030447,1
2024.03.28,TWD,1.20401,1
2024.03.28,TMT,10.8712,1
2024.03.28,RSD,0.3516,1
2024.03.28,TJS,3.4733,1
2024.03.28,GEL,14.3241,1
2024.03.28,BRL,7.6217,1
2024.03.28,XAU,85790.11,1
2024.03.28,XAG,960.14,1
2024.03.28,XPT,34973.49,1
2024.03.28,XPD,38086.57,1
2024.03.29,AUD,25.5135,1
2024.03.29,CAD,28.8988,1
2024.03.29,CNY,5.4258,1
2024.03.29,CZK,1.6737,1
2024.03.29,DKK,5.6807,1
2024.03.29,HKD,5.0125,1
2024.03.29,HUF,0.107262,10
2024.03.29,INR,0.47027,1
2024.03.29,IDR,0.0024708,1
2024.03.29,ILS,10.6496,1
2024.03.29,JPY,0.25938,10
2024.03.29,KZT,0.087503,100
2024.03.29,KRW,0.029136,1
2024.03.29,MXN,2.3679,1
2024.03.29,MDL,2.2228,1
2024.03.29,NZD,23.4191,1
2024.03.29,NOK,3.6239,1
2024.03.29,RUB,0.42382,1
2024.03.29,SGD,29.055,1
2024.03.29,ZAR,2.0662,1
2024.03.29,SEK,3.6744,1
2024.03.29,CHF,43.3865,1
2024.03.29,EGP,0.8279,1
2024.03.29,GBP,49.5641,1
2024.03.29,USD,39.2214,1
2024.03.29,BYN,14.2561,1
2024.03.29,AZN,23.0755,1
2024.03.29,RON,8.5194,1
2024.03.29,TRY,1.2132,1
2024.03.29,XDR,51.9734,1
2024.03.29,BGN,21.6657,1
2024.03.29,EUR,42.367,1
2024.03.29,PLN,9.8289,1
2024.03.29,DZD,0.28321,1
2024.03.29,BDT,0.3459,1
2024.03.29,AMD,0.094144,1
2024.03.29,DOP,0.65004,1
2024.03.29,IRR,0.00090593,1
2024.03.29,IQD,0.029045,1
2024.03.29,KGS,0.42551,1
2024.03.29,LBP,0.000425,1
2024.03.29,LYD,7.8762,1
2024.03.29,MYR,8.022,1
2024.03.29,MAD,3.7715,1
2024.03.29,PKR,0.13675,1
2024.03.29,SAR,10.1456,1
2024.03.29,VND,0.0015437,1
2024.03.29,THB,1.05901,1
2024.03.29,AED,10.3594,1
2024.03.29,TND,12.1956,1
2024.03.29,UZS,0.0030447,1
2024.03.29,TWD,1.20401,1
2024.03.29,TMT,10.8712,1
2024.03.29,RSD,0.3516,1
2024.03.29,TJS,3.4733,1
2024.03.29,GEL,14.3241,1
2024.03.29,BRL,7.6217,1
2024.03.29,XAU,86820.49,1
2024.03.29,XAG,968.09,1
2024.03.29,XPT,35516.55,1
2024.03.29,XPD,39860.32,1
2024.03.30,AUD,25.5135,1
2024.03.30,CAD,28.8988,1
2024.03.30,CNY,5.4258,1
2024.03.30,CZK,1.6737,1
2024.03.30,DKK,5.6807,1
2024.03.30,HKD,5.0125,1
2024.03.30,HUF,0.107262,10
2024.03.30,INR,0.47027,1
2024.03.30,IDR,0.0024708,1
2024.03.30,ILS,10.6496,1
2024.03.30,JPY,0.25938,10
2024.03.30,KZT,0.087503,100
2024.03.30,KRW,0.029136,1
2024.03.30,MXN,2.3679,1
2024.03.30,MDL,2.2228,1
2024.03.30,NZD,23.4191,1
2024.03.30,NOK,3.6239,1
2024.03.30,RUB,0.42382,1
2024.03.30,SGD,29.055,1
2024.03.30,ZAR,2.0662,1
2024.03.30,SEK,3.6744,1
2024.03.30,CHF,43.3865,1
2024.03.30,EGP,0.8279,1
2024.03.30,GBP,49.5641,1
2024.03.30,USD,39.2214,1
2024.03.30,BYN,14.2561,1
2024.03.30,AZN,23.0755,1
2024.03.30,RON,8.5194,1
2024.03.30,TRY,1.2132,1
2024.03.30,XDR,51.9734,1
2024.03.30,BGN,21.6657,1
2024.03.30,EUR,42.367,1
2024.03.30,PLN,9.8289,1
2024.03.30,DZD,0.28321,1
2024.03.30,BDT,0.3459,1
2024.03.30,AMD,0.094144,1
2024.03.30,DOP,0.65004,1
2024.03.30,IRR,0.00090593,1
2024.03.30,IQD,0.029045,1
2024.03.30,KGS,0.42551,1
2024.03.30,LBP,0.000425,1
2024.03.30,LYD,7.8762,1
2024.03.30,MYR,8.022,1
2024.03.30,MAD,3.7715,1
2024.03.30,PKR,0.13675,1
2024.03.30,SAR,10.1456,1
2024.03.30,VND,0.0015437,1
2024.03.30,THB,1.05901,1
2024.03.30,AED,10.3594,1
2024.03.30,TND,12.1956,1
2024.03.30,UZS,0.0030447,1
2024.03.30,TWD,1.20401,1
2024.03.30,TMT,10.8712,1
2024.03.30,RSD,0.3516,1
2024.03.30,TJS,3.4733,1
2024.03.30,GEL,14.3241,1
2024.03.30,BRL,7.6217,1
2024.03.30,XAU,86820.49,1
2024.03.30,XAG,968.09,1
2024.03.30,XPT,35516.55,1
2024.03.30,XPD,39860.32,1
2024.03.31,AUD,25.5135,1
2024.03.31,CAD,28.8988,1
2024.03.31,CNY,5.4258,1
2024.03.31,CZK,1.6737,1
2024.03.31,DKK,5.6807,1
2024.03.31,HKD,5.0125,1
2024.03.31,HUF,0.107262,10
2024.03.31,INR,0.47027,1
2024.03.31,IDR,0.0024708,1
2024.03.31,ILS,10.6496,1
2024.03.31,JPY,0.25938,10
2024.03.31,KZT,0.087503,100
2024.03.31,KRW,0.029136,1
2024.03.31,MXN,2.3679,1
2024.03.31,MDL,2.2228,1
2024.03.31,NZD,23.4191,1
2024.03.31,NOK,3.6239,1
2024.03.31,RUB,0.42382,1
2024.03.31,SGD,29.055,1
2024.03.31,ZAR,2.0662,1
2024.03.31,SEK,3.6744,1
2024.03.31,CHF,43.3865,1
2024.03.31,EGP,0.8279,1
2024.03.31,GBP,49.5641,1
2024.03.31,USD,39.2214,1
2024.03.31,BYN,14.2561,1
2024.03.31,AZN,23.0755,1
2024.03.31,RON,8.5194,1
2024.03.31,TRY,1.2132,1
2024.03.31,XDR,51.9734,1
2024.03.31,BGN,21.6657,1
2024.03.31,EUR,42.367,1
2024.03.31,PLN,9.8289,1
2024.03.31,DZD,0.28321,1
2024.03.31,BDT,0.3459,1
